Rk;Player;Nation;Pos;Squad;Age;Born;90s;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;GCA_PassLive;GCA_PassDead;GCA_TO;GCA_Sh;GCA_Fld;GCA_Def;Matches;Curr_Date
153;Gabriel;br BRA;DF;Bahia;23-012;2001;5.0;1;0.20;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
154;Gabriel;br BRA;GK;Juventude;31-234;1992;4.0;1;0.25;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
155;Marquinhos Gabriel;br BRA;MF;Criciúma;33-302;1990;2.6;8;3.10;6;0;2;0;0;0;1;0.39;1;0;0;0;0;0;Matches;2024-05-18
156;Zé Gabriel;br BRA;MF;Vasco da Gama;25-118;1999;0.7;3;4.15;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
157;Pablo Galdames Millán;cl CHI;MF;Vasco da Gama;27-140;1996;4.6;17;3.72;13;1;0;2;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
158;Giuliano Galoppo;ar ARG;MF;São Paulo;24-335;1999;1.7;6;3.55;4;0;1;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
159;Léo Gamalho;br BRA;FW;Vitória;38-109;1986;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
160;Mateo Gamarra;py PAR;DF;Ath Paranaense;23-211;2000;3.0;5;1.67;4;1;0;0;0;0;2;0.67;2;0;0;0;0;0;Matches;2024-05-18
161;Ganso;br BRA;MF;Fluminense;34-219;1989;4.0;21;5.25;12;9;0;0;0;0;2;0.50;1;1;0;0;0;0;Matches;2024-05-18
162;Luan Garcia;br BRA;DF;Palmeiras;31-008;1993;2.6;1;0.38;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
163;Rodrigo Garro;ar ARG;MF;Corinthians;26-135;1998;5.7;24;4.24;13;10;0;0;1;0;1;0.18;0;1;0;0;0;0;Matches;2024-05-18
164;Pedro Geromel;br BRA;DF;Grêmio;38-240;1985;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
165;Gerson;br BRA;FW,MF;Flamengo;26-364;1997;3.0;14;4.74;13;0;0;0;1;0;1;0.34;1;0;0;0;0;0;Matches;2024-05-18
166;Gilberto;br BRA;FW;Juventude;34-348;1989;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
167;Luciano Giménez;ar ARG;FW;Cuiabá;24-090;2000;0.6;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
168;Giovane;br BRA;DF;Corinthians;20-176;2003;0.1;1;7.50;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
169;Leonardo Godoy;ar ARG;DF;Ath Paranaense;29-020;1995;4.5;5;1.13;3;1;1;0;0;0;1;0.23;0;0;1;0;0;0;Matches;2024-05-18
170;Bruno Gomes;br BRA;MF;Internacional;23-044;2001;0.6;6;9.31;4;1;1;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
171;Igor Gomes;br BRA;MF;Atlético Mineiro;25-062;1999;2.2;9;4.09;6;2;0;0;1;0;1;0.45;1;0;0;0;0;0;Matches;2024-05-18
172;Igor Gomes;br BRA;DF;Internacional;23-073;2001;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
173;William Gomes;br BRA;DF;São Paulo;18-064;2006;0.3;1;3.46;0;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
174;Gustavo Gómez;py PAR;DF;Palmeiras;31-012;1993;5.0;4;0.80;3;0;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
175;Mateus Gonçalves Martins;br BRA;MF,FW;Vitória;29-233;1994;2.3;9;3.86;8;0;1;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
176;Yony González;co COL;MF,FW;Atl Goianiense;29-312;1994;1.1;5;4.50;3;0;0;1;1;0;1;0.90;1;0;0;0;0;0;Matches;2024-05-18
177;Gregore;br BRA;MF;Botafogo (RJ);30-077;1994;3.2;7;2.22;6;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
178;Guga;br BRA;DF;Fluminense;25-263;1998;0.6;3;4.74;2;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
179;Guilherme;br BRA;DF;Red Bull Bragantino;22-094;2002;1.2;2;1.62;1;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
180;Luis Guilherme;br BRA;FW,DF;Palmeiras;18-099;2006;1.5;17;11.09;10;4;3;0;0;0;1;0.65;1;0;0;0;0;0;Matches;2024-05-18
181;Zé Guilherme;br BRA;DF;Grêmio;19-063;2005;0.9;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
182;Gustavinho;br BRA;MF;Red Bull Bragantino;20-025;2004;4.3;20;4.65;11;8;1;0;0;0;2;0.47;1;1;0;0;0;0;Matches;2024-05-18
183;Gustavo;br BRA;GK;Criciúma;31-069;1993;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
184;Lucas Halter;br BRA;DF;Botafogo (RJ);24-016;2000;4.8;2;0.42;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
185;Thiago Heleno;br BRA;DF;Ath Paranaense;35-244;1988;3.0;2;0.67;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
186;Helinho;br BRA;FW;Red Bull Bragantino;24-023;2000;1.2;10;8.41;8;0;2;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
187;Bruno Henrique;br BRA;FW;Flamengo;33-140;1990;4.3;14;3.23;9;0;2;1;2;0;1;0.23;0;0;0;0;1;0;Matches;2024-05-18
188;Bruno Henrique;br BRA;MF;Internacional;34-210;1989;2.6;14;5.38;10;4;0;0;0;0;1;0.38;0;1;0;0;0;0;Matches;2024-05-18
189;Gustavo Henrique;br BRA;DF;Corinthians;31-055;1993;2.8;2;0.72;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
190;Luiz Henrique;br BRA;MF,FW;Botafogo (RJ);23-137;2001;3.6;8;2.23;4;0;0;2;2;0;1;0.28;1;0;0;0;0;0;Matches;2024-05-18
191;Paulo Henrique;br BRA;DF;Vasco da Gama;27-298;1996;5.0;14;2.79;13;0;0;0;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
192;Pedro Henrique;br BRA;FW;Corinthians;33-337;1990;0.8;3;3.60;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
193;Pedro Henrique;br BRA;DF;Red Bull Bragantino;28-229;1995;3.0;3;1.00;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
194;Hércules;br BRA;MF;Fortaleza;23-211;2000;3.9;10;2.54;9;0;0;1;0;0;1;0.25;1;0;0;0;0;0;Matches;2024-05-18
195;Marcelo Hermes;br BRA;DF,MF;Criciúma;29-107;1995;3.0;3;1.00;2;0;0;0;1;0;2;0.67;1;0;0;0;1;0;Matches;2024-05-18
196;Diego Hernández;uy URU;FW,MF;Botafogo (RJ);23-331;2000;1.3;4;2.98;2;1;1;0;0;0;2;1.49;1;0;1;0;0;0;Matches;2024-05-18
197;Lucca Holanda;br BRA;FW,DF;Internacional;21-046;2003;1.4;3;2.16;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
198;Hugo;br BRA;DF,MF;Corinthians;26-263;1997;5.6;6;1.08;4;1;0;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
199;Hugo;br BRA;DF;Botafogo (RJ);22-241;2001;4.0;8;2.00;4;3;0;0;1;0;2;0.50;0;1;0;0;1;0;Matches;2024-05-18
200;Vitor Hugo Amorim;br BRA;MF;Cruzeiro;20-090;2004;0.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
201;José Hugo;br BRA;DF;Vitória;24-214;1999;0.3;4;12.00;3;0;1;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
202;Victor Hugo;br BRA;FW;Flamengo;20-007;2004;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
203;Hulk;br BRA;FW;Atlético Mineiro;37-298;1986;3.7;16;4.36;6;3;1;1;5;0;2;0.55;1;0;0;1;0;0;Matches;2024-05-18
204;José Hurtado;ec ECU;DF;Red Bull Bragantino;22-147;2001;3.0;9;3.00;7;0;0;1;1;0;2;0.67;1;0;0;1;0;0;Matches;2024-05-18
205;Igor;br BRA;MF;Flamengo;21-072;2003;0.5;4;7.66;3;0;1;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
206;Gabriel Inocêncio;br BRA;DF;Juventude;29-272;1994;3.0;5;1.67;2;1;0;0;2;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
207;Isaac;br BRA;DF;Fluminense;20-024;2004;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
208;Zé Ivaldo;br BRA;DF,MF;Cruzeiro;27-087;1997;3.5;5;1.43;3;0;1;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
209;Jadsom;br BRA;MF;Red Bull Bragantino;22-364;2001;4.1;4;0.97;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
210;Jadson;br BRA;MF;Juventude;30-262;1993;3.0;16;5.35;15;0;1;0;0;0;3;1.00;3;0;0;0;0;0;Matches;2024-05-18
211;Janderson;br BRA;FW,DF;Vitória;25-012;1999;1.9;5;2.57;2;0;1;1;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
212;Léo Jardim;br BRA;GK;Vasco da Gama;29-059;1995;6.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
213;Jeffinho;br BRA;FW,MF;Botafogo (RJ);24-140;1999;3.6;10;2.78;5;1;1;3;0;0;2;0.56;1;0;0;1;0;0;Matches;2024-05-18
214;Jemerson;br BRA;DF;Atlético Mineiro;31-268;1992;2.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
215;Caíque de Jesus Gonçalves;br BRA;MF;Juventude;28-221;1995;3.8;5;1.32;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
216;John;br BRA;GK;Botafogo (RJ);28-095;1996;3.0;1;0.33;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
217;Felipe Jonatan;br BRA;DF;Fortaleza;26-093;1998;1.6;3;1.82;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
218;Daniel Jr;br BRA;MF,FW;Vitória;22-009;2002;0.3;5;14.52;0;3;0;0;2;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
219;Luciano Juba;br BRA;DF;Bahia;24-263;1999;6.0;13;2.17;10;2;0;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
220;Julimar;br BRA;FW,MF;Ath Paranaense;23-114;2001;3.4;9;2.64;7;0;1;1;0;0;1;0.29;0;0;0;1;0;0;Matches;2024-05-18
221;Lucas Kal;br BRA;MF,DF;Atl Goianiense;28-063;1996;1.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
222;Walter Kannemann;ar ARG;DF;Grêmio;33-065;1991;1.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
223;Kanu;br BRA;DF;Bahia;27-072;1997;4.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
224;Alan Kardec;br BRA;FW;Atlético Mineiro;35-127;1989;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
225;Renato Kayser;br BRA;FW;Criciúma;28-091;1996;0.9;1;1.06;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
226;Renato Kayser;br BRA;FW;Fortaleza;28-091;1996;2.5;3;1.18;2;0;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
227;John Kennedy;br BRA;FW;Fluminense;22-000;2002;1.3;4;3.03;3;0;0;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
228;Keno;br BRA;FW;Fluminense;34-251;1989;0.9;2;2.31;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
229;Kleiton;br BRA;FW;Juventude;25-025;1999;0.3;3;9.31;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
230;Gabriel Knesowitsch;br BRA;DF;Cuiabá;20-213;2003;1.8;3;1.69;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
231;Benjamín Kuscevic;cl CHI;DF;Fortaleza;28-016;1996;2.0;2;1.00;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
232;Derik Lacerda;br BRA;MF,FW;Cuiabá;24-234;1999;2.7;3;1.10;1;0;0;0;2;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
233;Ignacio Laquintana;uy URU;FW,MF;Red Bull Bragantino;25-107;1999;1.8;4;2.18;3;0;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
234;Lázaro;br BRA;FW,MF;Palmeiras;22-067;2002;2.6;13;5.04;11;0;1;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
235;Mauricio Lemos;uy URU;DF;Atlético Mineiro;28-142;1995;2.7;1;0.36;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
236;Willean Lepo;br BRA;DF;Vitória;27-123;1997;0.8;4;4.86;3;0;0;0;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
237;Lima;br BRA;MF;Fluminense;27-342;1996;4.6;6;1.32;4;0;0;1;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
238;Lincoln;br BRA;MF;Red Bull Bragantino;25-193;1998;0.9;4;4.34;2;0;0;1;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
239;José López;ar ARG;FW,DF;Palmeiras;23-164;2000;2.7;6;2.22;3;0;1;1;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
240;Lorran;br BRA;MF,FW;Flamengo;17-319;2006;1.4;8;5.76;6;0;0;1;0;1;3;2.16;2;0;0;0;0;1;Matches;2024-05-18
241;Vágner Love;br BRA;MF;Atl Goianiense;39-342;1984;0.4;2;5.14;0;0;0;1;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
242;Lucão;br BRA;GK;Red Bull Bragantino;23-082;2001;1.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
243;Ayrton Lucas;br BRA;DF;Flamengo;26-334;1997;5.7;13;2.26;13;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
244;Jean Lucas;br BRA;MF;Bahia;25-331;1998;6.0;18;3.00;14;0;0;2;1;1;2;0.33;2;0;0;0;0;0;Matches;2024-05-18
245;João Lucas;br BRA;DF;Juventude;26-070;1998;4.0;12;3.00;10;1;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
246;Luciano;br BRA;MF,FW;São Paulo;31-000;1993;5.7;16;2.82;10;0;1;2;3;0;2;0.35;1;0;0;0;1;0;Matches;2024-05-18
247;André Luis;br BRA;MF,FW;Cuiabá;27-027;1997;1.0;2;2.07;1;0;0;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
248;Machado;br BRA;MF;Cruzeiro;28-119;1996;0.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
249;Imanol Machuca;ar ARG;MF,FW;Fortaleza;24-124;2000;1.6;6;3.86;5;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
250;Guilherme Madruga;br BRA;MF;Cuiabá;23-189;2000;0.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
251;Mádson;br BRA;DF;Ath Paranaense;32-126;1992;1.5;3;1.91;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
252;Maguinho;br BRA;DF,FW;Atl Goianiense;31-133;1993;2.0;3;1.50;3;0;0;0;0;0;1;0.50;1;0;0;0;0;0;Matches;2024-05-18
253;Pablo Maia;br BRA;MF;São Paulo;22-129;2002;2.9;5;1.74;4;0;1;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
254;Thiago Maia;br BRA;MF;Internacional;27-056;1997;2.7;6;2.21;6;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
255;Walisson Maia;br BRA;DF;Criciúma;32-271;1991;2.2;1;0.45;0;0;0;1;0;0;1;0.45;0;0;0;1;0;0;Matches;2024-05-18
256;Maicon;br BRA;DF;Vasco da Gama;35-247;1988;4.0;5;1.25;4;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
257;Hugo Mallo;es ESP;DF;Internacional;32-331;1991;0.8;1;1.18;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
258;Léo Mana;br BRA;DF;Corinthians;20-042;2004;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
259;Luis Mandaca;br BRA;MF,FW;Juventude;22-229;2001;1.1;2;1.86;0;0;0;1;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
260;Manoel;br BRA;DF;Fluminense;34-082;1990;4.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
261;Fernando Marçal;br BRA;DF;Botafogo (RJ);35-089;1989;0.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
262;Marcelinho;br BRA;MF,FW;Juventude;21-159;2002;1.7;5;2.87;3;1;1;0;0;0;1;0.57;0;1;0;0;0;0;Matches;2024-05-18
263;Marcelo;br BRA;DF;Fluminense;36-006;1988;4.0;8;2.00;7;0;0;1;0;0;1;0.25;1;0;0;0;0;0;Matches;2024-05-18
264;João Marcelo;br BRA;DF;Cruzeiro;23-340;2000;4.0;4;1.00;4;0;0;0;0;0;2;0.50;2;0;0;0;0;0;Matches;2024-05-18
265;Agustín Marchesín;ar ARG;GK;Grêmio;36-063;1988;3.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
266;Zé Marcos;br BRA;DF;Juventude;26-107;1998;2.9;2;0.70;2;0;0;0;0;0;1;0.35;1;0;0;0;0;0;Matches;2024-05-18
267;Erick Marcus;br BRA;MF,FW;Vasco da Gama;20-078;2004;0.7;2;2.86;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
268;Marinho;br BRA;FW,DF;Fortaleza;33-355;1990;2.7;12;4.44;5;4;1;0;2;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
269;Marlon;br BRA;DF;Cruzeiro;26-364;1997;5.0;15;3.00;14;1;0;0;0;0;2;0.40;2;0;0;0;0;0;Matches;2024-05-18
270;Marquinhos;br BRA;DF,FW;Fluminense;21-041;2003;6.0;17;2.85;12;0;0;2;2;1;1;0.17;1;0;0;0;0;0;Matches;2024-05-18
271;Juan Martín Lucero;ar ARG;FW;Fortaleza;32-170;1991;2.4;3;1.26;0;0;0;0;3;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
272;Martinelli;br BRA;MF,DF;Fluminense;23-008;2001;5.5;6;1.09;5;0;0;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
273;Adriano Martins;br BRA;DF;Atl Goianiense;27-047;1997;2.8;3;1.06;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
274;Gustavo Martins Santos;br BRA;DF;Grêmio;21-281;2002;2.9;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
275;Gonzalo Mastriani;uy URU;FW;Ath Paranaense;31-020;1993;1.6;1;0.61;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
276;Fellipe Mateus;br BRA;MF;Criciúma;33-096;1991;2.9;11;3.78;3;5;0;0;3;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
277;Matheusinho;br BRA;FW,MF;Vitória;26-213;1997;4.4;12;2.74;4;3;2;2;1;0;3;0.69;0;2;0;1;0;0;Matches;2024-05-18
278;Matheusinho;br BRA;FW,MF;Criciúma;26-097;1998;0.3;1;3.60;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
279;Matheuzinho;br BRA;DF,FW;Corinthians;23-253;2000;2.2;11;5.00;7;2;1;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
280;Mauricio;br BRA;MF;Internacional;22-362;2001;3.7;16;4.29;13;2;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
281;Max;br BRA;MF,FW;Atl Goianiense;21-325;2002;0.5;2;4.19;1;0;0;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
282;Max;br BRA;MF;Cuiabá;23-006;2001;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
283;Maycon;br BRA;MF;Corinthians;26-308;1997;0.5;4;7.66;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
284;Mayke;br BRA;DF;Palmeiras;31-190;1992;3.8;7;1.85;6;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
285;Gary Medel;cl CHI;DF;Vasco da Gama;36-289;1987;1.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
286;Felipe Melo;br BRA;DF;Fluminense;40-327;1983;2.3;1;0.44;1;0;0;0;0;0;1;0.44;1;0;0;0;0;0;Matches;2024-05-18
287;Douglas Mendes;br BRA;DF;Red Bull Bragantino;19-340;2004;3.0;2;0.67;1;0;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
288;Nathan Mendes;br BRA;DF;Red Bull Bragantino;21-273;2002;3.0;6;2.00;2;1;0;2;1;0;1;0.33;0;0;0;1;0;0;Matches;2024-05-18
289;Gabriel Menino;br BRA;MF;Palmeiras;23-232;2000;3.1;11;3.52;6;3;0;1;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
290;Gabriel Mercado;ar ARG;DF;Internacional;37-061;1987;2.5;4;1.60;3;0;0;0;1;0;2;0.80;1;0;0;0;1;0;Matches;2024-05-18
291;Higor Meritão;br BRA;MF;Criciúma;29-330;1994;2.8;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
292;Carlos Miguel;br BRA;GK;Corinthians;25-222;1998;3.0;1;0.33;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
293;Lucas Mineiro;br BRA;MF;Cuiabá;28-084;1996;1.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
294;Moises;br BRA;FW;Fortaleza;27-259;1996;1.5;10;6.57;5;0;3;1;1;0;1;0.66;1;0;0;0;0;0;Matches;2024-05-18
295;Jacob Montes;ni NCA;FW,MF;Botafogo (RJ);25-211;1998;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
296;Aníbal Moreno;ar ARG;MF;Palmeiras;25-005;1999;3.9;6;1.54;5;0;0;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
297;Henry Mosquera;co COL;FW,MF;Red Bull Bragantino;22-185;2001;4.3;8;1.85;5;0;2;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
298;Gustavo Mosquito;br BRA;FW;Corinthians;26-254;1997;1.8;4;2.26;2;0;1;0;0;1;1;0.57;0;0;0;0;0;1;Matches;2024-05-18
299;Jean Mota;br BRA;MF;Vitória;30-216;1993;0.9;4;4.62;2;1;0;1;0;0;1;1.15;0;0;0;1;0;0;Matches;2024-05-18
300;Hugo Moura;br BRA;MF;Vasco da Gama;26-136;1998;1.4;8;5.54;7;0;0;0;1;0;1;0.69;1;0;0;0;0;0;Matches;2024-05-18
301;Léo Naldi;br BRA;MF;Vitória;22-274;2001;0.8;1;1.22;0;0;0;0;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
302;Matheus Nascimento;br BRA;FW;Botafogo (RJ);20-076;2004;0.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
303;Nata;br BRA;MF,DF;Grêmio;22-348;2001;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
304;Kaiky Naves;br BRA;FW;Palmeiras;22-010;2002;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
305;Nenê;br BRA;MF,FW;Juventude;42-304;1981;3.0;11;3.71;8;3;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
