Rk;Player;Nation;Pos;Squad;Age;Born;90s;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;GCA_PassLive;GCA_PassDead;GCA_TO;GCA_Sh;GCA_Fld;GCA_Def;Matches;Curr_Date
306;Neris;br BRA;DF;Cruzeiro;31-336;1992;2.6;2;0.78;2;0;0;0;0;0;1;0.39;1;0;0;0;0;0;Matches;2024-05-18
307;Rodrigo Nestor;br BRA;MF,FW;São Paulo;23-283;2000;1.8;11;6.15;7;0;1;3;0;0;2;1.12;2;0;0;0;0;0;Matches;2024-05-18
308;José Vitor Silva Neves;br BRA;FW,MF;Ath Paranaense;24-016;2000;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
309;Newton;br BRA;MF;Criciúma;24-067;2000;0.2;1;6.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
310;Nikão;br BRA;FW,MF;Ath Paranaense;31-294;1992;1.3;7;5.25;6;0;0;0;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
311;Gustavo Nunes;br BRA;FW;Grêmio;18-180;2005;2.3;2;0.89;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
312;Cauly Oliveira Souza;br BRA;MF,FW;Bahia;28-246;1995;5.1;23;4.46;11;6;4;0;2;0;3;0.58;1;1;1;0;0;0;Matches;2024-05-18
313;Leo Ortiz;br BRA;DF;Flamengo;28-136;1996;1.0;1;0.97;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
314;Osvaldo;br BRA;MF,FW;Vitória;37-037;1987;2.7;3;1.10;2;0;0;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
315;Otávio;br BRA;MF;Atlético Mineiro;30-014;1994;5.0;6;1.20;4;1;0;0;0;1;2;0.40;1;1;0;0;0;0;Matches;2024-05-18
316;Pablo;br BRA;FW,MF;Ath Paranaense;31-330;1992;4.2;13;3.14;11;0;0;1;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
317;Pablo;br BRA;DF;Botafogo (RJ);32-332;1991;0.3;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
318;Bruno Pacheco;br BRA;DF;Fortaleza;32-162;1991;3.4;7;2.09;6;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
319;Patryck;br BRA;DF;São Paulo;21-121;2003;1.0;1;1.01;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
320;Patrick de Paula;br BRA;MF;Botafogo (RJ);24-253;1999;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
321;Paulinho;br BRA;FW;Atlético Mineiro;23-308;2000;4.5;17;3.80;12;0;2;3;0;0;1;0.22;1;0;0;0;0;0;Matches;2024-05-18
322;Paulinho;br BRA;MF;Corinthians;35-298;1988;1.3;4;3.05;3;0;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
323;Cristian Pavón;ar ARG;FW;Grêmio;28-118;1996;1.2;6;4.86;5;0;0;1;0;0;1;0.81;1;0;0;0;0;0;Matches;2024-05-18
324;Dimitri Payet;fr FRA;MF;Vasco da Gama;37-050;1987;1.2;8;6.49;5;2;0;1;0;0;3;2.43;2;1;0;0;0;0;Matches;2024-05-18
325;Pedrão;br BRA;DF;Atl Goianiense;31-152;1992;1.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
326;Pedrinho;br BRA;MF;Atlético Mineiro;26-035;1998;0.3;1;3.60;1;0;0;0;0;0;1;3.60;1;0;0;0;0;0;Matches;2024-05-18
327;Pedro;br BRA;FW;Flamengo;26-333;1997;5.0;11;2.20;6;0;2;1;1;1;3;0.60;0;0;1;1;1;0;Matches;2024-05-18
328;João Pedro;br BRA;FW;Cruzeiro;21-106;2003;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
329;João Pedro;br BRA;MF;Vasco da Gama;19-029;2005;0.2;1;5.29;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
330;João Pedro;it ITA;FW;Grêmio;32-070;1992;2.3;2;0.87;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
331;João Pedro;br BRA;DF;Grêmio;27-185;1996;3.0;4;1.33;3;0;1;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
332;Léo Pelé;br BRA;DF;Vasco da Gama;28-073;1996;6.0;9;1.50;9;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
333;Carlos de Pena;uy URU;MF,FW;Bahia;32-068;1992;0.8;4;4.74;1;2;0;0;1;0;1;1.18;1;0;0;0;0;0;Matches;2024-05-18
334;Léo Pereira;br BRA;DF;Flamengo;28-108;1996;5.8;13;2.22;12;0;0;0;0;1;2;0.34;2;0;0;0;0;0;Matches;2024-05-18
335;Matheus Pereira;pt POR;FW;Cruzeiro;28-013;1996;4.9;17;3.49;9;4;2;0;1;1;1;0.21;0;0;1;0;0;0;Matches;2024-05-18
336;Yago Pikachu;br BRA;DF,FW;Fortaleza;31-348;1992;2.6;4;1.55;2;1;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
337;Joaquín Piquerez;uy URU;DF;Palmeiras;25-268;1998;4.8;15;3.12;9;2;0;1;3;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
338;Rafael Pires;br BRA;GK;São Paulo;34-330;1989;6.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
339;Lucas Piton;br BRA;DF;Vasco da Gama;23-222;2000;6.0;21;3.50;16;3;2;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
340;Isidro Pitta;py PAR;FW;Cuiabá;24-278;1999;2.3;3;1.31;2;0;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
341;Tomas Pochettino;ar ARG;MF;Fortaleza;28-107;1996;3.6;15;4.18;8;5;0;1;1;0;2;0.56;1;1;0;0;0;0;Matches;2024-05-18
342;Mateo Ponte;uy URU;DF;Botafogo (RJ);20-360;2003;3.3;2;0.61;2;0;0;0;0;0;1;0.30;1;0;0;0;0;0;Matches;2024-05-18
343;Werik Popó;br BRA;FW;Juventude;22-214;2001;0.2;1;4.09;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
344;Gustavo Prado;br BRA;FW,MF;Internacional;18-347;2005;1.2;3;2.48;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
345;Bruno Praxedes;br BRA;MF;Vasco da Gama;22-100;2002;0.3;2;7.50;1;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
346;Erick Pulgar;cl CHI;MF;Flamengo;30-124;1994;3.5;4;1.14;3;0;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
347;Du Queiroz;br BRA;MF;Grêmio;24-120;2000;2.5;2;0.79;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
348;Igor Rabello;br BRA;DF;Atlético Mineiro;29-020;1995;2.1;2;0.96;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
349;Zé Rafael;br BRA;MF;Palmeiras;30-337;1993;1.0;3;3.00;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
350;Railan;br BRA;DF;Cuiabá;24-069;2000;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
351;Eric Ramires;br BRA;MF,FW;Red Bull Bragantino;23-282;2000;3.5;8;2.28;8;0;0;0;0;0;1;0.28;1;0;0;0;0;0;Matches;2024-05-18
352;Ramon;br BRA;DF;Cuiabá;23-066;2001;0.8;1;1.29;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
353;Raniele;br BRA;MF,DF;Corinthians;27-139;1996;4.4;8;1.82;5;0;0;0;3;0;1;0.23;0;0;0;0;1;0;Matches;2024-05-18
354;Rafael Ratão;br BRA;FW;Bahia;28-170;1995;0.4;3;7.30;1;0;1;1;0;0;1;2.43;0;0;1;0;0;0;Matches;2024-05-18
355;Raul;br BRA;MF;Red Bull Bragantino;27-312;1996;1.4;3;2.09;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
356;Pedro Raul;br BRA;FW;Corinthians;27-195;1996;1.7;4;2.34;3;0;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
357;Robert Renan;br BRA;DF;Internacional;20-220;2003;1.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
358;Renê;br BRA;DF;Internacional;31-247;1992;4.0;16;4.00;14;1;0;1;0;0;1;0.25;1;0;0;0;0;0;Matches;2024-05-18
359;Rezende;br BRA;MF,DF;Bahia;29-137;1995;2.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
360;Rhaldney;br BRA;MF;Atl Goianiense;25-180;1998;2.7;3;1.11;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
361;Everton Ribeiro;br BRA;MF,FW;Bahia;35-038;1989;4.6;16;3.46;13;2;0;0;1;0;3;0.65;3;0;0;0;0;0;Matches;2024-05-18
362;Wesley Ribeiro;br BRA;FW;Corinthians;19-074;2005;4.7;25;5.27;14;1;6;1;3;0;2;0.42;0;0;2;0;0;0;Matches;2024-05-18
363;João Ricardo Riedi;br BRA;GK;Fortaleza;35-255;1988;5.0;2;0.40;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
364;Rikelme;br BRA;DF;Cuiabá;20-307;2003;3.3;3;0.90;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
365;Rildo;br BRA;MF,FW;Juventude;24-118;2000;0.4;2;5.00;1;0;0;0;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
366;Richard Ríos;co COL;MF;Palmeiras;23-351;2000;3.9;5;1.29;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
367;Robert;br BRA;DF;Cruzeiro;19-035;2005;0.1;2;16.36;1;0;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
368;Kaique Rocha;br BRA;DF;Ath Paranaense;23-080;2001;6.0;9;1.50;6;0;1;1;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
369;Marcos Rocha;br BRA;DF;Palmeiras;35-159;1988;2.2;7;3.15;6;0;1;0;0;0;1;0.45;1;0;0;0;0;0;Matches;2024-05-18
370;Sergio Rochet;uy URU;GK;Internacional;31-056;1993;4.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
371;Rodrigo;br BRA;MF;São Paulo;20-063;2004;0.6;1;1.70;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
372;Emiliano Rodríguez;uy URU;FW;Atl Goianiense;20-307;2003;3.1;4;1.28;2;0;1;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
373;James Rodríguez;co COL;MF;São Paulo;32-311;1991;0.4;2;4.74;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
374;Robert Rojas;py PAR;DF;Vasco da Gama;28-018;1996;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
375;Guilherme Romão;br BRA;DF;Atl Goianiense;26-224;1997;5.0;12;2.40;6;4;0;2;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
376;Ángel Romero;py PAR;FW;Corinthians;31-319;1992;4.5;11;2.45;9;0;0;1;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
377;Lucas Romero;ar ARG;MF;Cruzeiro;30-030;1994;3.9;14;3.55;12;0;0;0;0;2;2;0.51;2;0;0;0;0;0;Matches;2024-05-18
378;Óscar Romero;py PAR;FW,MF;Botafogo (RJ);31-319;1992;1.5;4;2.69;1;3;0;0;0;0;1;0.67;0;1;0;0;0;0;Matches;2024-05-18
379;Rômulo;br BRA;DF;Atlético Mineiro;20-108;2004;0.5;1;2.00;1;0;0;0;0;0;1;2.00;1;0;0;0;0;0;Matches;2024-05-18
380;Romulo;br BRA;MF;Internacional;24-078;2000;0.9;1;1.06;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
381;Romulo;br BRA;MF;Palmeiras;22-224;2001;0.6;7;11.89;4;2;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
382;Ronald;br BRA;MF;Grêmio;21-097;2003;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
383;Ronaldo;br BRA;GK;Atl Goianiense;27-270;1996;5.0;2;0.40;1;1;0;0;0;0;1;0.20;0;1;0;0;0;0;Matches;2024-05-18
384;Budiga Roni;br BRA;MF;Atl Goianiense;25-033;1999;1.5;1;0.67;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
385;Rony;br BRA;FW;Palmeiras;29-007;1995;3.5;8;2.26;4;0;1;1;2;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
386;Matheus Rossetto;br BRA;MF;Fortaleza;27-350;1996;1.0;1;1.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
387;Rossi;br BRA;FW;Vasco da Gama;31-026;1993;2.4;9;3.68;5;3;0;0;1;0;2;0.82;1;1;0;0;0;0;Matches;2024-05-18
388;Agustín Rossi;ar ARG;GK;Flamengo;28-271;1995;6.0;3;0.50;2;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
389;Ruan;br BRA;MF,FW;Juventude;19-015;2005;0.5;1;1.84;0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
390;Rubens;br BRA;DF;Atlético Mineiro;22-332;2001;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
391;Alan Ruschel;br BRA;DF;Juventude;34-269;1989;1.0;5;5.00;4;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
392;Rodrigo Sam;br BRA;DF;Juventude;28-299;1995;1.7;1;0.60;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
393;Alex Santana;br BRA;MF,FW;Ath Paranaense;29-005;1995;1.1;2;1.80;1;0;1;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
394;Ademir Santos;br BRA;FW,MF;Bahia;29-092;1995;2.0;4;2.01;2;0;0;1;1;0;1;0.50;0;0;0;1;0;0;Matches;2024-05-18
395;Allyson Aires dos Santos;br BRA;DF;Cuiabá;33-208;1990;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
396;Eduardo Santos;br BRA;DF;Red Bull Bragantino;26-172;1997;2.5;2;0.80;1;0;0;0;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
397;Juan Santos;br BRA;FW;São Paulo;22-073;2002;0.7;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
398;Júnior Santos;br BRA;FW,MF;Botafogo (RJ);29-220;1994;4.8;18;3.76;11;0;6;0;1;0;4;0.84;2;0;2;0;0;0;Matches;2024-05-18
399;Renzo Saravia;ar ARG;DF;Atlético Mineiro;30-337;1993;5.0;7;1.40;7;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
400;Eduardo Sasha;br BRA;FW;Red Bull Bragantino;32-084;1992;4.2;9;2.17;6;0;1;0;1;1;1;0.24;0;0;1;0;0;0;Matches;2024-05-18
401;Lucas Sasha;br BRA;MF;Fortaleza;34-078;1990;1.1;3;2.70;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
402;Jefferson Savarino;ve VEN;MF,FW;Botafogo (RJ);27-189;1996;4.0;15;3.71;9;5;0;1;0;0;1;0.25;0;1;0;0;0;0;Matches;2024-05-18
403;Gustavo Scarpa;br BRA;MF,FW;Atlético Mineiro;30-134;1994;3.5;17;4.84;12;2;0;1;2;0;2;0.57;2;0;0;0;0;0;Matches;2024-05-18
404;Cleiton Schwengber;br BRA;GK;Red Bull Bragantino;26-273;1997;4.5;1;0.22;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
405;Juan Sforza;ar ARG;MF;Vasco da Gama;22-094;2002;4.6;8;1.75;6;0;0;1;1;0;1;0.22;1;0;0;0;0;0;Matches;2024-05-18
406;Shaylon;br BRA;MF,FW;Atl Goianiense;27-021;1997;4.8;21;4.39;9;11;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
407;André Silva;br BRA;MF,FW;São Paulo;26-350;1997;3.1;11;3.51;5;0;2;3;0;1;1;0.32;0;0;1;0;0;0;Matches;2024-05-18
408;Luan Silva;br BRA;MF;Vitória;25-004;1999;1.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
409;Lucas Silva;br BRA;MF;Cruzeiro;31-092;1993;4.2;9;2.13;5;2;0;1;1;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
410;Rafael Silva;br BRA;FW;Cruzeiro;32-044;1992;3.9;5;1.30;2;0;1;0;1;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
411;Everton Soares;br BRA;FW;Flamengo;28-057;1996;1.6;2;1.25;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
412;Tiquinho Soares;br BRA;FW;Botafogo (RJ);33-122;1991;2.2;4;1.80;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
413;Fernando Sobral;br BRA;MF;Cuiabá;29-153;1994;3.2;7;2.22;5;1;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
414;Yeferson Soteldo;ve VEN;FW;Grêmio;26-323;1997;3.0;8;2.69;8;0;0;0;0;0;1;0.34;1;0;0;0;0;0;Matches;2024-05-18
415;Igor Vinícius de Souza;br BRA;DF;São Paulo;27-047;1997;5.4;23;4.22;15;4;1;2;1;0;2;0.37;2;0;0;0;0;0;Matches;2024-05-18
416;Everaldo Stum;br BRA;FW;Bahia;32-318;1991;2.8;9;3.19;5;0;1;3;0;0;1;0.35;0;0;1;0;0;0;Matches;2024-05-18
417;Damián Suárez;uy URU;DF;Botafogo (RJ);36-021;1988;2.6;5;1.91;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
418;Talisson;br BRA;FW;Red Bull Bragantino;21-363;2002;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
419;Tchê Tchê;br BRA;MF;Botafogo (RJ);31-262;1992;3.1;10;3.23;6;2;0;0;1;1;1;0.32;1;0;0;0;0;0;Matches;2024-05-18
420;David Terans;uy URU;MF,FW;Fluminense;29-281;1994;0.6;1;1.70;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
421;Thaciano;br BRA;FW;Bahia;29-006;1995;5.2;8;1.53;5;0;1;2;0;0;1;0.19;0;0;0;1;0;0;Matches;2024-05-18
422;Thiaguinho;br BRA;MF;Juventude;27-037;1997;0.5;1;2.05;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
423;Guilherme Tinga;br BRA;DF;Fortaleza;30-260;1993;4.1;10;2.45;7;3;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
424;Titi;br BRA;DF;Fortaleza;36-067;1988;5.0;2;0.40;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
425;Félix Torres Caicedo;ec ECU;DF;Corinthians;27-128;1997;6.0;10;1.67;9;0;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
426;Miguel Trauco;pe PER;DF,MF;Criciúma;31-267;1992;1.1;1;0.95;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
427;Bruno Tubarão;br BRA;DF;Atl Goianiense;29-074;1995;4.0;5;1.25;4;0;1;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
428;Bruno Uvini;br BRA;DF;Vitória;32-350;1991;3.0;1;0.33;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
429;Vanderlan;br BRA;DF;Palmeiras;21-254;2002;1.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
430;Guillermo Varela;uy URU;DF;Flamengo;31-055;1993;3.7;6;1.61;6;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
431;Eduardo Vargas;cl CHI;FW;Atlético Mineiro;34-180;1989;1.5;9;6.04;6;0;0;0;3;0;2;1.34;0;0;0;0;2;0;Matches;2024-05-18
432;Pablo Vegetti;ar ARG;FW;Vasco da Gama;35-216;1988;5.8;12;2.07;7;0;0;3;2;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
433;Raphael Veiga;br BRA;MF;Palmeiras;28-334;1995;4.4;13;2.93;9;4;0;0;0;0;1;0.23;1;0;0;0;0;0;Matches;2024-05-18
434;Fausto Vera;ar ARG;MF;Corinthians;24-053;2000;2.1;4;1.89;3;0;0;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
435;Gabriel Veron;br BRA;FW,MF;Cruzeiro;21-258;2002;0.9;4;4.62;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
436;João Victor;br BRA;DF;Vasco da Gama;25-306;1998;2.4;6;2.47;3;2;1;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
437;Felipe Vieira;;DF;Fluminense;;;1.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
438;Mathías Villasanti;py PAR;MF;Grêmio;27-115;1997;4.0;6;1.50;6;0;0;0;0;0;2;0.50;2;0;0;0;0;0;Matches;2024-05-18
439;Matías Viña;uy URU;DF;Flamengo;26-191;1997;1.1;1;0.92;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
440;Alix Vinicius;br BRA;DF;Atl Goianiense;24-194;1999;3.5;5;1.43;5;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
441;Mateus Vital;br BRA;MF;Cruzeiro;26-096;1998;0.8;2;2.65;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
442;Vitão;br BRA;DF;Internacional;24-106;2000;4.0;4;1.00;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
443;Vitinho;br BRA;FW,MF;Red Bull Bragantino;25-047;1999;4.0;19;4.76;9;4;3;1;2;0;4;1.00;1;1;1;0;1;0;Matches;2024-05-18
444;Rayan Vitor;br BRA;FW,MF;Vasco da Gama;17-289;2006;1.9;12;6.28;6;2;2;1;0;1;1;0.52;1;0;0;0;0;0;Matches;2024-05-18
445;Felipe Vizeu;br BRA;FW;Criciúma;27-067;1997;0.3;2;6.00;1;0;1;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
446;Wagner;br BRA;DF;Vitória;24-300;1999;3.1;5;1.63;3;0;0;1;0;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
447;Walter;br BRA;GK;Cuiabá;36-182;1987;4.0;1;0.25;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
448;Wanderson;br BRA;FW,MF;Internacional;29-224;1994;2.0;2;0.99;1;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
449;Welington;br BRA;DF;São Paulo;23-089;2001;2.6;9;3.45;4;5;0;0;0;0;1;0.38;0;1;0;0;0;0;Matches;2024-05-18
450;José Welison;br BRA;MF;Fortaleza;29-068;1995;1.7;1;0.60;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
451;Wesley;br BRA;DF;Flamengo;20-255;2003;1.3;3;2.35;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
452;Wesley;br BRA;FW,MF;Internacional;25-049;1999;3.4;17;5.07;10;1;4;0;2;0;1;0.30;1;0;0;0;0;0;Matches;2024-05-18
453;Wéverton;br BRA;GK;Palmeiras;36-157;1987;6.0;3;0.50;2;1;0;0;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
454;William;br BRA;DF;Cruzeiro;29-045;1995;5.0;16;3.20;15;1;0;0;0;0;1;0.20;1;0;0;0;0;0;Matches;2024-05-18
455;Willian;br BRA;MF;Vitória;31-002;1993;4.0;5;1.25;4;0;0;1;0;0;1;0.25;0;0;0;1;0;0;Matches;2024-05-18
456;Samuel Xavier;br BRA;DF;Fluminense;33-347;1990;2.5;8;3.20;7;0;0;1;0;0;1;0.40;1;0;0;0;0;0;Matches;2024-05-18
457;Bruno Zapelli;ar ARG;MF,FW;Ath Paranaense;22-001;2002;2.6;16;6.05;12;3;0;0;1;0;2;0.76;1;1;0;0;0;0;Matches;2024-05-18
458;Federico Zaracho;ar ARG;MF;Atlético Mineiro;26-069;1998;3.1;9;2.95;7;0;1;1;0;0;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
459;Zeca;br BRA;DF;Vitória;30-002;1994;4.3;12;2.78;8;1;1;0;1;1;0;0.00;0;0;0;0;0;0;Matches;2024-05-18
