Rk;Player;Nation;Pos;Squad;Age;Born;90s;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl_2;Att_2;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Matches;Curr_Date
153;Gabriel;br BRA;DF;Bahia;23-013;2001;5.0;9;7;4;5;0;4;5;80.0;1;5;4;1;8;17;34;0;Matches;2024-05-18
154;Gabriel;br BRA;GK;Juventude;31-235;1992;4.0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;Matches;2024-05-18
155;Marquinhos Gabriel;br BRA;MF;Criciúma;33-303;1990;2.6;2;1;2;0;0;0;0;;0;3;0;3;2;4;1;0;Matches;2024-05-18
156;Zé Gabriel;br BRA;MF;Vasco da Gama;25-119;1999;0.7;2;1;1;1;0;1;1;100.0;0;1;1;0;0;2;1;0;Matches;2024-05-18
157;Pablo Galdames Millán;cl CHI;MF;Vasco da Gama;27-141;1996;4.6;13;9;4;8;1;7;16;43.8;9;9;1;8;4;17;6;0;Matches;2024-05-18
158;Giuliano Galoppo;ar ARG;MF;São Paulo;24-336;1999;1.7;3;3;0;3;0;1;3;33.3;2;2;0;2;4;7;0;0;Matches;2024-05-18
159;Léo Gamalho;br BRA;FW;Vitória;38-110;1986;0.2;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;Matches;2024-05-18
160;Mateo Gamarra;py PAR;DF;Ath Paranaense;23-212;2000;3.0;4;4;3;1;0;1;3;33.3;2;2;0;2;4;8;17;0;Matches;2024-05-18
161;Ganso;br BRA;MF;Fluminense;34-220;1989;4.0;2;2;0;2;0;1;5;20.0;4;5;0;5;2;4;1;0;Matches;2024-05-18
162;Luan Garcia;br BRA;DF;Palmeiras;31-009;1993;2.6;2;1;0;2;0;1;2;50.0;1;2;2;0;2;4;5;1;Matches;2024-05-18
163;Rodrigo Garro;ar ARG;MF;Corinthians;26-136;1998;5.7;4;4;0;3;1;3;12;25.0;9;7;1;6;7;11;1;0;Matches;2024-05-18
164;Pedro Geromel;br BRA;DF;Grêmio;38-241;1985;1.0;0;0;0;0;0;0;0;;0;1;1;0;0;0;8;0;Matches;2024-05-18
165;Gerson;br BRA;FW,MF;Flamengo;26-365;1997;3.0;7;6;3;2;2;3;5;60.0;2;2;0;2;0;7;2;0;Matches;2024-05-18
166;Gilberto;br BRA;FW;Juventude;34-349;1989;0.2;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;Matches;2024-05-18
167;Luciano Giménez;ar ARG;FW;Cuiabá;24-091;2000;0.6;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;0;0;Matches;2024-05-18
168;Giovane;br BRA;DF;Corinthians;20-177;2003;0.1;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;Matches;2024-05-18
169;Leonardo Godoy;ar ARG;DF;Ath Paranaense;29-021;1995;4.5;5;3;4;1;0;2;5;40.0;3;3;0;3;3;8;4;0;Matches;2024-05-18
170;Bruno Gomes;br BRA;MF;Internacional;23-045;2001;0.6;4;3;1;1;2;0;2;0.0;2;0;0;0;1;5;0;0;Matches;2024-05-18
171;Igor Gomes;br BRA;MF;Atlético Mineiro;25-063;1999;2.2;3;2;2;1;0;2;3;66.7;1;1;0;1;3;6;1;0;Matches;2024-05-18
172;Igor Gomes;br BRA;DF;Internacional;23-074;2001;0.0;0;0;0;0;0;0;0;;0;0;0;0;0;0;2;0;Matches;2024-05-18
173;William Gomes;br BRA;DF;São Paulo;18-065;2006;0.3;1;1;1;0;0;0;2;0.0;2;2;0;2;0;1;0;0;Matches;2024-05-18
174;Gustavo Gómez;py PAR;DF;Palmeiras;31-013;1993;5.0;8;5;2;6;0;3;4;75.0;1;5;4;1;3;11;12;0;Matches;2024-05-18
175;Mateus Gonçalves Martins;br BRA;MF,FW;Vitória;29-234;1994;2.3;2;1;0;2;0;0;1;0.0;1;0;0;0;0;2;2;0;Matches;2024-05-18
176;Yony González;co COL;MF,FW;Atl Goianiense;29-313;1994;1.1;0;0;0;0;0;0;0;;0;2;1;1;0;0;3;0;Matches;2024-05-18
177;Gregore;br BRA;MF;Botafogo (RJ);30-078;1994;3.2;11;8;4;7;0;5;8;62.5;3;5;1;4;3;14;9;0;Matches;2024-05-18
178;Guga;br BRA;DF;Fluminense;25-264;1998;0.6;1;1;1;0;0;1;1;100.0;0;2;1;1;1;2;3;0;Matches;2024-05-18
179;Guilherme;br BRA;DF;Red Bull Bragantino;22-095;2002;1.2;1;0;1;0;0;1;2;50.0;1;1;1;0;2;3;7;0;Matches;2024-05-18
180;Luis Guilherme;br BRA;FW,DF;Palmeiras;18-100;2006;1.5;1;1;1;0;0;0;0;;0;0;0;0;0;1;1;0;Matches;2024-05-18
181;Zé Guilherme;br BRA;DF;Grêmio;19-064;2005;0.9;5;3;4;1;0;2;7;28.6;5;1;0;1;4;9;2;0;Matches;2024-05-18
182;Gustavinho;br BRA;MF;Red Bull Bragantino;20-026;2004;4.3;10;2;3;3;4;5;14;35.7;9;4;0;4;1;11;5;0;Matches;2024-05-18
183;Gustavo;br BRA;GK;Criciúma;31-070;1993;1.0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;Matches;2024-05-18
184;Lucas Halter;br BRA;DF;Botafogo (RJ);24-017;2000;4.8;3;3;2;1;0;3;4;75.0;1;2;2;0;2;5;28;1;Matches;2024-05-18
185;Thiago Heleno;br BRA;DF;Ath Paranaense;35-245;1988;3.0;1;1;1;0;0;0;0;;0;6;4;2;4;5;7;0;Matches;2024-05-18
186;Helinho;br BRA;FW;Red Bull Bragantino;24-024;2000;1.2;1;1;1;0;0;1;2;50.0;1;0;0;0;2;3;1;0;Matches;2024-05-18
187;Bruno Henrique;br BRA;FW;Flamengo;33-141;1990;4.3;4;1;2;2;0;0;2;0.0;2;5;0;5;6;10;4;0;Matches;2024-05-18
188;Bruno Henrique;br BRA;MF;Internacional;34-211;1989;2.6;8;5;2;5;1;5;9;55.6;4;4;1;3;1;9;2;0;Matches;2024-05-18
189;Gustavo Henrique;br BRA;DF;Corinthians;31-056;1993;2.8;1;1;1;0;0;1;1;100.0;0;5;3;2;4;5;10;0;Matches;2024-05-18
190;Luiz Henrique;br BRA;MF,FW;Botafogo (RJ);23-138;2001;3.6;2;1;1;0;1;2;5;40.0;3;3;1;2;3;5;3;0;Matches;2024-05-18
191;Paulo Henrique;br BRA;DF;Vasco da Gama;27-299;1996;5.0;15;9;7;6;2;11;17;64.7;6;8;2;6;9;24;13;0;Matches;2024-05-18
192;Pedro Henrique;br BRA;FW;Corinthians;33-338;1990;0.8;2;1;0;1;1;1;2;50.0;1;0;0;0;0;2;2;0;Matches;2024-05-18
193;Pedro Henrique;br BRA;DF;Red Bull Bragantino;28-230;1995;3.0;6;5;5;1;0;1;2;50.0;1;5;4;1;1;7;10;0;Matches;2024-05-18
194;Hércules;br BRA;MF;Fortaleza;23-212;2000;3.9;8;7;4;4;0;2;12;16.7;10;6;2;4;1;9;5;0;Matches;2024-05-18
195;Marcelo Hermes;br BRA;DF,MF;Criciúma;29-108;1995;3.0;2;1;1;0;1;1;5;20.0;4;2;0;2;3;5;4;0;Matches;2024-05-18
196;Diego Hernández;uy URU;FW,MF;Botafogo (RJ);23-332;2000;1.3;1;1;0;1;0;0;2;0.0;2;3;0;3;1;2;0;0;Matches;2024-05-18
197;Lucca Holanda;br BRA;FW,DF;Internacional;21-047;2003;1.4;2;2;0;0;2;2;4;50.0;2;0;0;0;0;2;0;0;Matches;2024-05-18
198;Hugo;br BRA;DF,MF;Corinthians;26-264;1997;5.6;11;5;5;5;1;6;10;60.0;4;4;2;2;4;15;21;0;Matches;2024-05-18
199;Hugo;br BRA;DF;Botafogo (RJ);22-242;2001;4.0;9;5;8;0;1;5;10;50.0;5;2;1;1;1;10;10;0;Matches;2024-05-18
200;Vitor Hugo Amorim;br BRA;MF;Cruzeiro;20-091;2004;0.3;1;0;0;1;0;1;1;100.0;0;0;0;0;0;1;0;0;Matches;2024-05-18
201;José Hugo;br BRA;DF;Vitória;24-215;1999;0.3;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;Matches;2024-05-18
202;Victor Hugo;br BRA;FW;Flamengo;20-008;2004;0.2;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;Matches;2024-05-18
203;Hulk;br BRA;FW;Atlético Mineiro;37-299;1986;3.7;5;1;0;3;2;4;4;100.0;0;1;0;1;0;5;2;0;Matches;2024-05-18
204;José Hurtado;ec ECU;DF;Red Bull Bragantino;22-148;2001;3.0;5;3;3;1;1;3;5;60.0;2;1;0;1;3;8;11;0;Matches;2024-05-18
205;Igor;br BRA;MF;Flamengo;21-073;2003;0.5;3;2;1;1;1;1;1;100.0;0;2;1;1;1;4;0;0;Matches;2024-05-18
206;Gabriel Inocêncio;br BRA;DF;Juventude;29-273;1994;3.0;10;5;5;4;1;3;8;37.5;5;1;0;1;0;10;12;0;Matches;2024-05-18
207;Isaac;br BRA;DF;Fluminense;20-025;2004;0.1;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;Matches;2024-05-18
208;Zé Ivaldo;br BRA;DF,MF;Cruzeiro;27-088;1997;3.5;2;2;2;0;0;1;2;50.0;1;4;0;4;3;5;10;0;Matches;2024-05-18
209;Jadsom;br BRA;MF;Red Bull Bragantino;22-365;2001;4.1;15;8;8;5;2;6;14;42.9;8;1;0;1;4;19;8;0;Matches;2024-05-18
210;Jadson;br BRA;MF;Juventude;30-263;1993;3.0;7;3;4;3;0;3;5;60.0;2;3;0;3;5;12;0;0;Matches;2024-05-18
211;Janderson;br BRA;FW,DF;Vitória;25-013;1999;1.9;4;2;3;1;0;0;0;;0;2;0;2;0;4;3;0;Matches;2024-05-18
212;Léo Jardim;br BRA;GK;Vasco da Gama;29-060;1995;6.0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;1;Matches;2024-05-18
213;Jeffinho;br BRA;FW,MF;Botafogo (RJ);24-141;1999;3.6;6;2;1;5;0;4;9;44.4;5;1;0;1;2;8;0;0;Matches;2024-05-18
214;Jemerson;br BRA;DF;Atlético Mineiro;31-269;1992;2.3;2;1;1;1;0;2;2;100.0;0;4;3;1;5;7;4;0;Matches;2024-05-18
215;Caíque de Jesus Gonçalves;br BRA;MF;Juventude;28-222;1995;3.8;11;7;6;5;0;3;6;50.0;3;3;0;3;4;15;7;0;Matches;2024-05-18
216;John;br BRA;GK;Botafogo (RJ);28-096;1996;3.0;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;2;0;Matches;2024-05-18
217;Felipe Jonatan;br BRA;DF;Fortaleza;26-094;1998;1.6;4;3;1;3;0;1;3;33.3;2;2;1;1;4;8;3;0;Matches;2024-05-18
218;Daniel Jr;br BRA;MF,FW;Vitória;22-010;2002;0.3;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;0;0;Matches;2024-05-18
219;Luciano Juba;br BRA;DF;Bahia;24-264;1999;6.0;7;6;3;3;1;4;10;40.0;6;7;2;5;13;20;14;0;Matches;2024-05-18
220;Julimar;br BRA;FW,MF;Ath Paranaense;23-115;2001;3.4;6;4;2;4;0;2;4;50.0;2;4;1;3;2;8;4;0;Matches;2024-05-18
221;Lucas Kal;br BRA;MF,DF;Atl Goianiense;28-064;1996;1.3;1;0;0;1;0;1;1;100.0;0;1;0;1;1;2;2;0;Matches;2024-05-18
222;Walter Kannemann;ar ARG;DF;Grêmio;33-066;1991;1.1;3;2;2;1;0;3;5;60.0;2;2;0;2;3;6;1;0;Matches;2024-05-18
223;Kanu;br BRA;DF;Bahia;27-073;1997;4.0;4;1;2;2;0;1;2;50.0;1;7;0;7;3;7;18;0;Matches;2024-05-18
224;Alan Kardec;br BRA;FW;Atlético Mineiro;35-128;1989;0.1;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;Matches;2024-05-18
225;Renato Kayser;br BRA;FW;Criciúma;28-092;1996;0.9;0;0;0;0;0;0;0;;0;1;0;1;0;0;1;0;Matches;2024-05-18
226;Renato Kayser;br BRA;FW;Fortaleza;28-092;1996;2.5;3;2;0;1;2;1;2;50.0;1;1;0;1;0;3;3;0;Matches;2024-05-18
227;John Kennedy;br BRA;FW;Fluminense;22-001;2002;1.3;1;1;0;1;0;0;1;0.0;1;0;0;0;0;1;1;0;Matches;2024-05-18
228;Keno;br BRA;FW;Fluminense;34-252;1989;0.9;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;1;0;Matches;2024-05-18
229;Kleiton;br BRA;FW;Juventude;25-026;1999;0.3;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;Matches;2024-05-18
230;Gabriel Knesowitsch;br BRA;DF;Cuiabá;20-214;2003;1.8;5;5;4;1;0;3;4;75.0;1;0;0;0;3;8;3;0;Matches;2024-05-18
231;Benjamín Kuscevic;cl CHI;DF;Fortaleza;28-017;1996;2.0;5;3;3;2;0;1;1;100.0;0;2;2;0;1;6;10;0;Matches;2024-05-18
232;Derik Lacerda;br BRA;MF,FW;Cuiabá;24-235;1999;2.7;1;1;1;0;0;0;2;0.0;2;4;1;3;1;2;2;0;Matches;2024-05-18
233;Ignacio Laquintana;uy URU;FW,MF;Red Bull Bragantino;25-108;1999;1.8;2;1;1;1;0;0;3;0.0;3;1;0;1;2;4;1;0;Matches;2024-05-18
234;Lázaro;br BRA;FW,MF;Palmeiras;22-068;2002;2.6;0;0;0;0;0;0;1;0.0;1;5;0;5;0;0;1;0;Matches;2024-05-18
235;Mauricio Lemos;uy URU;DF;Atlético Mineiro;28-143;1995;2.7;3;2;1;2;0;1;3;33.3;2;4;2;2;1;4;9;0;Matches;2024-05-18
236;Willean Lepo;br BRA;DF;Vitória;27-124;1997;0.8;5;2;4;0;1;4;5;80.0;1;0;0;0;1;6;3;0;Matches;2024-05-18
237;Lima;br BRA;MF;Fluminense;27-343;1996;4.6;8;2;1;5;2;3;6;50.0;3;3;0;3;6;14;2;0;Matches;2024-05-18
238;Lincoln;br BRA;MF;Red Bull Bragantino;25-194;1998;0.9;0;0;0;0;0;0;0;;0;0;0;0;0;0;2;0;Matches;2024-05-18
239;José López;ar ARG;FW,DF;Palmeiras;23-165;2000;2.7;1;0;0;1;0;1;4;25.0;3;5;1;4;1;2;1;0;Matches;2024-05-18
240;Lorran;br BRA;MF,FW;Flamengo;17-320;2006;1.4;3;2;1;2;0;0;1;0.0;1;0;0;0;1;4;0;0;Matches;2024-05-18
241;Vágner Love;br BRA;MF;Atl Goianiense;39-343;1984;0.4;0;0;0;0;0;0;0;;0;0;0;0;0;0;2;0;Matches;2024-05-18
242;Lucão;br BRA;GK;Red Bull Bragantino;23-083;2001;1.5;0;0;0;0;0;0;0;;0;0;0;0;0;0;2;0;Matches;2024-05-18
243;Ayrton Lucas;br BRA;DF;Flamengo;26-335;1997;5.7;11;9;7;3;1;4;9;44.4;5;4;1;3;4;15;13;0;Matches;2024-05-18
244;Jean Lucas;br BRA;MF;Bahia;25-332;1998;6.0;9;5;3;5;1;3;7;42.9;4;5;1;4;6;15;4;0;Matches;2024-05-18
245;João Lucas;br BRA;DF;Juventude;26-071;1998;4.0;14;8;5;8;1;6;10;60.0;4;9;4;5;4;18;8;0;Matches;2024-05-18
246;Luciano;br BRA;MF,FW;São Paulo;31-001;1993;5.7;8;6;3;3;2;2;5;40.0;3;10;0;10;1;9;3;0;Matches;2024-05-18
247;André Luis;br BRA;MF,FW;Cuiabá;27-028;1997;1.0;2;1;2;0;0;1;3;33.3;2;2;0;2;0;2;0;0;Matches;2024-05-18
248;Machado;br BRA;MF;Cruzeiro;28-120;1996;0.5;1;0;0;1;0;0;0;;0;1;0;1;1;2;0;0;Matches;2024-05-18
249;Imanol Machuca;ar ARG;MF,FW;Fortaleza;24-125;2000;1.6;0;0;0;0;0;0;1;0.0;1;2;0;2;0;0;0;0;Matches;2024-05-18
250;Guilherme Madruga;br BRA;MF;Cuiabá;23-190;2000;0.3;0;0;0;0;0;0;0;;0;1;0;1;0;0;0;0;Matches;2024-05-18
251;Mádson;br BRA;DF;Ath Paranaense;32-127;1992;1.5;3;1;1;1;1;0;0;;0;3;2;1;0;3;10;0;Matches;2024-05-18
252;Maguinho;br BRA;DF,FW;Atl Goianiense;31-134;1993;2.0;4;2;2;1;1;1;1;100.0;0;5;3;2;0;4;3;0;Matches;2024-05-18
253;Pablo Maia;br BRA;MF;São Paulo;22-130;2002;2.9;7;2;3;3;1;1;3;33.3;2;4;2;2;0;7;0;0;Matches;2024-05-18
254;Thiago Maia;br BRA;MF;Internacional;27-057;1997;2.7;7;7;1;6;0;4;6;66.7;2;2;1;1;1;8;9;0;Matches;2024-05-18
255;Walisson Maia;br BRA;DF;Criciúma;32-272;1991;2.2;1;1;1;0;0;0;1;0.0;1;3;3;0;1;2;11;1;Matches;2024-05-18
256;Maicon;br BRA;DF;Vasco da Gama;35-248;1988;4.0;5;0;5;0;0;4;5;80.0;1;5;4;1;9;14;10;0;Matches;2024-05-18
257;Hugo Mallo;es ESP;DF;Internacional;32-332;1991;0.8;1;1;0;1;0;0;0;;0;0;0;0;0;1;0;0;Matches;2024-05-18
258;Léo Mana;br BRA;DF;Corinthians;20-043;2004;0.1;0;0;0;0;0;0;0;;0;0;0;0;0;0;2;0;Matches;2024-05-18
259;Luis Mandaca;br BRA;MF,FW;Juventude;22-230;2001;1.1;6;3;2;3;1;2;2;100.0;0;2;0;2;2;8;0;0;Matches;2024-05-18
260;Manoel;br BRA;DF;Fluminense;34-083;1990;4.2;4;3;3;0;1;1;5;20.0;4;6;6;0;2;6;15;0;Matches;2024-05-18
261;Fernando Marçal;br BRA;DF;Botafogo (RJ);35-090;1989;0.5;1;0;0;1;0;0;1;0.0;1;2;0;2;0;1;5;0;Matches;2024-05-18
262;Marcelinho;br BRA;MF,FW;Juventude;21-160;2002;1.7;1;1;0;1;0;0;2;0.0;2;0;0;0;2;3;0;0;Matches;2024-05-18
263;Marcelo;br BRA;DF;Fluminense;36-007;1988;4.0;7;6;2;4;1;6;17;35.3;11;7;1;6;5;12;4;0;Matches;2024-05-18
264;João Marcelo;br BRA;DF;Cruzeiro;23-341;2000;4.0;5;2;3;2;0;2;2;100.0;0;9;5;4;6;11;23;0;Matches;2024-05-18
265;Agustín Marchesín;ar ARG;GK;Grêmio;36-064;1988;3.0;0;0;0;0;0;0;0;;0;1;0;1;0;0;1;0;Matches;2024-05-18
266;Zé Marcos;br BRA;DF;Juventude;26-108;1998;2.9;2;0;0;2;0;2;3;66.7;1;4;2;2;6;8;14;0;Matches;2024-05-18
267;Erick Marcus;br BRA;MF,FW;Vasco da Gama;20-079;2004;0.7;1;1;0;1;0;0;0;;0;3;0;3;0;1;0;0;Matches;2024-05-18
268;Marinho;br BRA;FW,DF;Fortaleza;33-356;1990;2.7;3;2;3;0;0;1;3;33.3;2;4;0;4;1;4;1;0;Matches;2024-05-18
269;Marlon;br BRA;DF;Cruzeiro;26-365;1997;5.0;13;8;5;7;1;5;7;71.4;2;6;1;5;3;16;10;0;Matches;2024-05-18
270;Marquinhos;br BRA;DF,FW;Fluminense;21-042;2003;6.0;6;2;2;3;1;4;8;50.0;4;10;0;10;4;10;6;0;Matches;2024-05-18
271;Juan Martín Lucero;ar ARG;FW;Fortaleza;32-171;1991;2.4;1;1;0;1;0;1;4;25.0;3;1;0;1;0;1;2;0;Matches;2024-05-18
272;Martinelli;br BRA;MF,DF;Fluminense;23-009;2001;5.5;9;6;3;4;2;5;8;62.5;3;8;4;4;1;10;10;0;Matches;2024-05-18
273;Adriano Martins;br BRA;DF;Atl Goianiense;27-048;1997;2.8;2;2;1;1;0;2;3;66.7;1;5;5;0;2;4;13;0;Matches;2024-05-18
274;Gustavo Martins Santos;br BRA;DF;Grêmio;21-282;2002;2.9;1;0;0;1;0;1;2;50.0;1;3;0;3;1;2;12;0;Matches;2024-05-18
275;Gonzalo Mastriani;uy URU;FW;Ath Paranaense;31-021;1993;1.6;4;4;2;1;1;2;3;66.7;1;2;1;1;0;4;4;0;Matches;2024-05-18
276;Fellipe Mateus;br BRA;MF;Criciúma;33-097;1991;2.9;0;0;0;0;0;0;7;0.0;7;6;2;4;1;1;2;0;Matches;2024-05-18
277;Matheusinho;br BRA;FW,MF;Vitória;26-214;1997;4.4;6;5;4;1;1;2;5;40.0;3;1;0;1;5;11;1;0;Matches;2024-05-18
278;Matheusinho;br BRA;FW,MF;Criciúma;26-098;1998;0.3;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;0;0;Matches;2024-05-18
279;Matheuzinho;br BRA;DF,FW;Corinthians;23-254;2000;2.2;7;5;4;3;0;5;11;45.5;6;3;1;2;1;8;7;0;Matches;2024-05-18
280;Mauricio;br BRA;MF;Internacional;22-363;2001;3.7;5;4;0;5;0;1;3;33.3;2;2;0;2;1;6;1;0;Matches;2024-05-18
281;Max;br BRA;MF,FW;Atl Goianiense;21-326;2002;0.5;1;0;1;0;0;1;1;100.0;0;0;0;0;0;1;0;0;Matches;2024-05-18
282;Max;br BRA;MF;Cuiabá;23-007;2001;0.2;1;1;0;1;0;0;0;;0;1;0;1;0;1;0;0;Matches;2024-05-18
283;Maycon;br BRA;MF;Corinthians;26-309;1997;0.5;2;1;0;2;0;0;1;0.0;1;0;0;0;0;2;0;0;Matches;2024-05-18
284;Mayke;br BRA;DF;Palmeiras;31-191;1992;3.8;9;4;2;7;0;4;7;57.1;3;3;0;3;12;21;5;0;Matches;2024-05-18
285;Gary Medel;cl CHI;DF;Vasco da Gama;36-290;1987;1.2;1;0;1;0;0;0;0;;0;1;1;0;0;1;3;0;Matches;2024-05-18
286;Felipe Melo;br BRA;DF;Fluminense;40-328;1983;2.3;5;3;4;1;0;3;6;50.0;3;5;3;2;2;7;14;0;Matches;2024-05-18
287;Douglas Mendes;br BRA;DF;Red Bull Bragantino;19-341;2004;3.0;2;1;2;0;0;1;1;100.0;0;6;3;3;1;3;19;0;Matches;2024-05-18
288;Nathan Mendes;br BRA;DF;Red Bull Bragantino;21-274;2002;3.0;3;1;2;0;1;2;5;40.0;3;2;2;0;1;4;6;0;Matches;2024-05-18
289;Gabriel Menino;br BRA;MF;Palmeiras;23-233;2000;3.1;8;6;5;3;0;5;11;45.5;6;6;2;4;1;9;3;0;Matches;2024-05-18
290;Gabriel Mercado;ar ARG;DF;Internacional;37-062;1987;2.5;4;1;2;1;1;2;3;66.7;1;2;2;0;2;6;6;0;Matches;2024-05-18
291;Higor Meritão;br BRA;MF;Criciúma;29-331;1994;2.8;6;4;3;3;0;2;7;28.6;5;8;4;4;3;9;8;0;Matches;2024-05-18
292;Carlos Miguel;br BRA;GK;Corinthians;25-223;1998;3.0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;1;Matches;2024-05-18
293;Lucas Mineiro;br BRA;MF;Cuiabá;28-085;1996;1.1;0;0;0;0;0;0;0;;0;1;1;0;0;0;2;1;Matches;2024-05-18
294;Moises;br BRA;FW;Fortaleza;27-260;1996;1.5;2;1;0;2;0;0;3;0.0;3;1;0;1;1;3;5;0;Matches;2024-05-18
295;Jacob Montes;ni NCA;FW,MF;Botafogo (RJ);25-212;1998;0.2;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;Matches;2024-05-18
296;Aníbal Moreno;ar ARG;MF;Palmeiras;25-006;1999;3.9;6;3;3;3;0;3;7;42.9;4;3;0;3;9;15;2;0;Matches;2024-05-18
297;Henry Mosquera;co COL;FW,MF;Red Bull Bragantino;22-186;2001;4.3;2;1;1;1;0;1;3;33.3;2;3;0;3;2;4;2;0;Matches;2024-05-18
298;Gustavo Mosquito;br BRA;FW;Corinthians;26-255;1997;1.8;3;3;1;1;1;0;4;0.0;4;0;0;0;2;5;1;0;Matches;2024-05-18
299;Jean Mota;br BRA;MF;Vitória;30-217;1993;0.9;1;1;0;1;0;0;1;0.0;1;0;0;0;0;1;1;0;Matches;2024-05-18
300;Hugo Moura;br BRA;MF;Vasco da Gama;26-137;1998;1.4;7;6;5;2;0;4;7;57.1;3;2;0;2;4;11;2;0;Matches;2024-05-18
301;Léo Naldi;br BRA;MF;Vitória;22-275;2001;0.8;4;3;2;1;1;0;0;;0;1;0;1;0;4;1;0;Matches;2024-05-18
302;Matheus Nascimento;br BRA;FW;Botafogo (RJ);20-077;2004;0.3;1;1;0;0;1;0;0;;0;1;0;1;0;1;0;0;Matches;2024-05-18
303;Nata;br BRA;MF,DF;Grêmio;22-349;2001;0.1;0;0;0;0;0;0;0;;0;1;1;0;0;0;0;0;Matches;2024-05-18
304;Kaiky Naves;br BRA;FW;Palmeiras;22-011;2002;0.0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;Matches;2024-05-18
305;Nenê;br BRA;MF,FW;Juventude;42-305;1981;3.0;0;0;0;0;0;0;2;0.0;2;2;0;2;1;1;0;0;Matches;2024-05-18
