Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls_2;Ast_2;G+A_2;G-PK_2;G+A-PK;xG_2;xAG_2;xG+xAG_2;npxG_2;npxG+xAG_2;Matches;Curr_Date
275;Gonzalo Mastriani;uy URU;FW;Ath Paranaense;31-020;1993;5;1;147;1.6;1;0;1;1;0;0;0;0;0.3;0.3;0.0;0.3;0;3;11;0.61;0.00;0.61;0.61;0.61;0.18;0.00;0.18;0.18;0.18;Matches;2024-05-18
276;Fellipe Mateus;br BRA;MF;Criciúma;33-096;1991;3;3;262;2.9;2;0;2;2;0;0;1;0;0.2;0.2;0.1;0.4;2;8;11;0.69;0.00;0.69;0.69;0.69;0.09;0.04;0.12;0.09;0.12;Matches;2024-05-18
277;Matheusinho;br BRA;FW,MF;Vitória;26-213;1997;5;5;394;4.4;1;2;3;1;0;0;1;0;0.6;0.6;1.4;2.0;8;11;21;0.23;0.46;0.69;0.23;0.69;0.13;0.32;0.46;0.13;0.46;Matches;2024-05-18
278;Matheusinho;br BRA;FW,MF;Criciúma;26-097;1998;2;0;25;0.3;1;0;1;1;0;0;0;0;0.1;0.1;0.0;0.1;0;1;1;3.60;0.00;3.60;3.60;3.60;0.45;0.00;0.45;0.45;0.45;Matches;2024-05-18
279;Matheuzinho;br BRA;DF,FW;Corinthians;23-253;2000;4;1;198;2.2;0;0;0;0;0;0;1;0;0.5;0.5;0.3;0.8;1;6;19;0.00;0.00;0.00;0.00;0.00;0.23;0.13;0.36;0.23;0.36;Matches;2024-05-18
280;Mauricio;br BRA;MF;Internacional;22-362;2001;4;4;336;3.7;0;0;0;0;0;0;1;0;0.3;0.3;0.7;1.0;7;5;33;0.00;0.00;0.00;0.00;0.00;0.07;0.20;0.27;0.07;0.27;Matches;2024-05-18
281;Max;br BRA;MF,FW;Atl Goianiense;21-325;2002;4;0;43;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;1;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.18;0.18;0.00;0.18;Matches;2024-05-18
282;Max;br BRA;MF;Cuiabá;23-006;2001;1;0;15;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
283;Maycon;br BRA;MF;Corinthians;26-308;1997;2;0;47;0.5;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;3;4;2;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.05;0.00;0.05;Matches;2024-05-18
284;Mayke;br BRA;DF;Palmeiras;31-190;1992;5;4;340;3.8;0;0;0;0;0;0;3;0;0.0;0.0;0.1;0.1;4;12;20;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02;Matches;2024-05-18
285;Gary Medel;cl CHI;DF;Vasco da Gama;36-289;1987;2;2;108;1.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
286;Felipe Melo;br BRA;DF;Fluminense;40-327;1983;4;4;206;2.3;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;0;5;0;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;Matches;2024-05-18
287;Douglas Mendes;br BRA;DF;Red Bull Bragantino;19-340;2004;3;3;270;3.0;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;2;6;0;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;Matches;2024-05-18
288;Nathan Mendes;br BRA;DF;Red Bull Bragantino;21-273;2002;3;3;270;3.0;0;1;1;0;0;0;1;0;0.2;0.2;0.1;0.3;3;13;4;0.00;0.33;0.33;0.00;0.33;0.06;0.02;0.09;0.06;0.09;Matches;2024-05-18
289;Gabriel Menino;br BRA;MF;Palmeiras;23-232;2000;5;3;281;3.1;0;0;0;0;0;0;2;0;0.2;0.2;0.2;0.3;4;17;9;0.00;0.00;0.00;0.00;0.00;0.05;0.06;0.11;0.05;0.11;Matches;2024-05-18
290;Gabriel Mercado;ar ARG;DF;Internacional;37-061;1987;3;2;225;2.5;0;0;0;0;0;0;2;0;0.1;0.1;0.0;0.1;0;8;0;0.00;0.00;0.00;0.00;0.00;0.04;0.02;0.05;0.04;0.05;Matches;2024-05-18
291;Higor Meritão;br BRA;MF;Criciúma;29-330;1994;3;3;255;2.8;1;0;1;1;0;0;1;0;0.7;0.7;0.0;0.7;2;9;2;0.35;0.00;0.35;0.35;0.35;0.24;0.00;0.24;0.24;0.24;Matches;2024-05-18
292;Carlos Miguel;br BRA;GK;Corinthians;25-222;1998;3;3;270;3.0;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02;Matches;2024-05-18
293;Lucas Mineiro;br BRA;MF;Cuiabá;28-084;1996;2;1;102;1.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
294;Moises;br BRA;FW;Fortaleza;27-259;1996;5;0;137;1.5;0;0;0;0;0;0;0;0;0.4;0.4;0.2;0.6;8;3;8;0.00;0.00;0.00;0.00;0.00;0.28;0.14;0.42;0.28;0.42;Matches;2024-05-18
295;Jacob Montes;ni NCA;FW,MF;Botafogo (RJ);25-211;1998;1;0;19;0.2;1;0;1;1;0;0;0;0;0.1;0.1;0.0;0.1;0;0;1;4.74;0.00;4.74;4.74;4.74;0.59;0.00;0.59;0.59;0.59;Matches;2024-05-18
296;Aníbal Moreno;ar ARG;MF;Palmeiras;25-005;1999;4;4;351;3.9;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.1;2;19;0;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.02;0.01;0.02;Matches;2024-05-18
297;Henry Mosquera;co COL;FW,MF;Red Bull Bragantino;22-185;2001;6;4;389;4.3;0;0;0;0;0;0;2;0;0.2;0.2;0.2;0.4;18;10;27;0.00;0.00;0.00;0.00;0.00;0.05;0.04;0.09;0.05;0.09;Matches;2024-05-18
298;Gustavo Mosquito;br BRA;FW;Corinthians;26-254;1997;4;1;159;1.8;0;1;1;0;0;0;1;0;0.2;0.2;0.1;0.3;6;5;14;0.00;0.57;0.57;0.00;0.57;0.11;0.04;0.15;0.11;0.15;Matches;2024-05-18
299;Jean Mota;br BRA;MF;Vitória;30-216;1993;3;0;78;0.9;0;0;0;0;0;0;0;0;0.0;0.0;0.2;0.2;0;5;6;0.00;0.00;0.00;0.00;0.00;0.05;0.22;0.27;0.05;0.27;Matches;2024-05-18
300;Hugo Moura;br BRA;MF;Vasco da Gama;26-136;1998;3;2;130;1.4;0;1;1;0;0;0;1;1;0.0;0.0;0.3;0.3;2;7;3;0.00;0.69;0.69;0.00;0.69;0.00;0.22;0.22;0.00;0.22;Matches;2024-05-18
301;Léo Naldi;br BRA;MF;Vitória;22-274;2001;2;1;74;0.8;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;0;5;4;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.14;0.14;0.14;Matches;2024-05-18
302;Matheus Nascimento;br BRA;FW;Botafogo (RJ);20-076;2004;1;1;24;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
303;Nata;br BRA;MF,DF;Grêmio;22-348;2001;2;0;8;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
304;Kaiky Naves;br BRA;FW;Palmeiras;22-010;2002;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
305;Nenê;br BRA;MF,FW;Juventude;42-304;1981;4;4;267;3.0;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.3;4;13;19;0.00;0.00;0.00;0.00;0.00;0.03;0.07;0.10;0.03;0.10;Matches;2024-05-18
306;Neris;br BRA;DF;Cruzeiro;31-336;1992;4;3;231;2.6;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;4;1;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.04;0.04;0.04;Matches;2024-05-18
307;Rodrigo Nestor;br BRA;MF,FW;São Paulo;23-283;2000;4;2;161;1.8;0;1;1;0;0;0;2;0;0.2;0.2;0.3;0.5;6;11;11;0.00;0.56;0.56;0.00;0.56;0.12;0.15;0.27;0.12;0.27;Matches;2024-05-18
308;José Vitor Silva Neves;br BRA;FW,MF;Ath Paranaense;24-016;2000;3;0;86;1.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;5;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
309;Newton;br BRA;MF;Criciúma;24-067;2000;1;0;15;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
310;Nikão;br BRA;FW,MF;Ath Paranaense;31-294;1992;3;1;120;1.3;1;0;1;1;0;0;0;0;0.7;0.7;0.0;0.7;2;5;5;0.75;0.00;0.75;0.75;0.75;0.54;0.00;0.54;0.54;0.54;Matches;2024-05-18
311;Gustavo Nunes;br BRA;FW;Grêmio;18-180;2005;4;1;203;2.3;0;0;0;0;0;0;2;0;0.1;0.1;0.1;0.2;12;6;21;0.00;0.00;0.00;0.00;0.00;0.05;0.05;0.10;0.05;0.10;Matches;2024-05-18
312;Cauly Oliveira Souza;br BRA;MF,FW;Bahia;28-246;1995;6;5;463;5.1;1;2;3;1;0;0;0;0;0.5;0.5;1.2;1.7;11;25;35;0.19;0.39;0.58;0.19;0.58;0.09;0.23;0.33;0.09;0.33;Matches;2024-05-18
313;Leo Ortiz;br BRA;DF;Flamengo;28-136;1996;2;1;93;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01;Matches;2024-05-18
314;Osvaldo;br BRA;MF,FW;Vitória;37-037;1987;4;4;245;2.7;0;0;0;0;0;0;0;0;0.7;0.7;0.1;0.7;6;3;18;0.00;0.00;0.00;0.00;0.00;0.25;0.03;0.28;0.25;0.28;Matches;2024-05-18
315;Otávio;br BRA;MF;Atlético Mineiro;30-014;1994;5;5;450;5.0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;7;31;6;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.04;0.01;0.04;Matches;2024-05-18
316;Pablo;br BRA;FW,MF;Ath Paranaense;31-330;1992;5;5;374;4.2;2;0;2;2;0;0;1;0;0.8;0.8;0.5;1.3;5;15;16;0.48;0.00;0.48;0.48;0.48;0.20;0.12;0.31;0.20;0.31;Matches;2024-05-18
317;Pablo;br BRA;DF;Botafogo (RJ);32-332;1991;1;0;29;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
318;Bruno Pacheco;br BRA;DF;Fortaleza;32-162;1991;4;3;302;3.4;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.2;4;7;2;0.00;0.00;0.00;0.00;0.00;0.04;0.01;0.04;0.04;0.04;Matches;2024-05-18
319;Patryck;br BRA;DF;São Paulo;21-121;2003;1;1;89;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;4;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
320;Patrick de Paula;br BRA;MF;Botafogo (RJ);24-253;1999;1;0;11;0.1;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;1;1;0;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.17;0.17;0.17;Matches;2024-05-18
321;Paulinho;br BRA;FW;Atlético Mineiro;23-308;2000;5;5;403;4.5;2;1;3;1;1;1;2;0;2.1;1.3;0.4;1.7;14;11;40;0.45;0.22;0.67;0.22;0.45;0.46;0.08;0.54;0.29;0.37;Matches;2024-05-18
322;Paulinho;br BRA;MF;Corinthians;35-298;1988;6;1;118;1.3;0;0;0;0;0;0;0;0;0.4;0.4;0.0;0.4;4;6;1;0.00;0.00;0.00;0.00;0.00;0.28;0.00;0.28;0.28;0.28;Matches;2024-05-18
323;Cristian Pavón;ar ARG;FW;Grêmio;28-118;1996;2;2;111;1.2;0;1;1;0;0;0;0;0;0.3;0.3;0.6;0.8;4;4;8;0.00;0.81;0.81;0.00;0.81;0.21;0.46;0.68;0.21;0.68;Matches;2024-05-18
324;Dimitri Payet;fr FRA;MF;Vasco da Gama;37-050;1987;2;2;111;1.2;0;2;2;0;0;0;0;0;0.6;0.6;0.8;1.3;2;13;10;0.00;1.62;1.62;0.00;1.62;0.45;0.62;1.07;0.45;1.07;Matches;2024-05-18
325;Pedrão;br BRA;DF;Atl Goianiense;31-152;1992;2;1;105;1.2;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.2;0;0;0;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.13;0.13;0.13;Matches;2024-05-18
326;Pedrinho;br BRA;MF;Atlético Mineiro;26-035;1998;1;0;25;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;4;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
327;Pedro;br BRA;FW;Flamengo;26-333;1997;6;5;450;5.0;2;0;2;1;1;1;0;0;1.9;1.1;0.5;1.6;7;9;23;0.40;0.00;0.40;0.20;0.20;0.38;0.10;0.48;0.22;0.32;Matches;2024-05-18
328;João Pedro;br BRA;FW;Cruzeiro;21-106;2003;1;0;9;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
329;João Pedro;br BRA;MF;Vasco da Gama;19-029;2005;1;0;17;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
330;João Pedro;it ITA;FW;Grêmio;32-070;1992;4;2;207;2.3;0;0;0;0;0;0;0;0;0.6;0.6;0.0;0.7;0;5;12;0.00;0.00;0.00;0.00;0.00;0.28;0.01;0.28;0.28;0.28;Matches;2024-05-18
331;João Pedro;br BRA;DF;Grêmio;27-185;1996;3;3;270;3.0;0;0;0;0;0;0;0;0;0.3;0.3;0.1;0.3;5;12;15;0.00;0.00;0.00;0.00;0.00;0.09;0.02;0.11;0.09;0.11;Matches;2024-05-18
332;Léo Pelé;br BRA;DF;Vasco da Gama;28-073;1996;6;6;540;6.0;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.2;11;30;1;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.03;0.01;0.03;Matches;2024-05-18
333;Carlos de Pena;uy URU;MF,FW;Bahia;32-068;1992;6;0;76;0.8;0;1;1;0;0;0;2;0;0.1;0.1;1.0;1.1;2;5;1;0.00;1.18;1.18;0.00;1.18;0.10;1.24;1.33;0.10;1.33;Matches;2024-05-18
334;Léo Pereira;br BRA;DF;Flamengo;28-108;1996;6;6;526;5.8;0;0;0;0;0;0;3;0;0.2;0.2;0.6;0.7;5;22;4;0.00;0.00;0.00;0.00;0.00;0.03;0.10;0.13;0.03;0.13;Matches;2024-05-18
335;Matheus Pereira;pt POR;FW;Cruzeiro;28-013;1996;5;5;439;4.9;2;0;2;2;0;0;2;0;1.2;1.2;0.5;1.7;13;27;22;0.41;0.00;0.41;0.41;0.41;0.24;0.11;0.35;0.24;0.35;Matches;2024-05-18
336;Yago Pikachu;br BRA;DF,FW;Fortaleza;31-348;1992;5;3;232;2.6;0;0;0;0;0;0;1;0;0.6;0.6;0.1;0.7;8;11;13;0.00;0.00;0.00;0.00;0.00;0.24;0.05;0.29;0.24;0.29;Matches;2024-05-18
337;Joaquín Piquerez;uy URU;DF;Palmeiras;25-268;1998;5;5;432;4.8;0;0;0;0;0;0;0;0;0.2;0.2;0.5;0.8;12;31;15;0.00;0.00;0.00;0.00;0.00;0.05;0.11;0.16;0.05;0.16;Matches;2024-05-18
338;Rafael Pires;br BRA;GK;São Paulo;34-330;1989;6;6;540;6.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
339;Lucas Piton;br BRA;DF;Vasco da Gama;23-222;2000;6;6;540;6.0;0;0;0;0;0;0;1;0;0.2;0.2;0.5;0.7;17;17;42;0.00;0.00;0.00;0.00;0.00;0.03;0.09;0.12;0.03;0.12;Matches;2024-05-18
340;Isidro Pitta;py PAR;FW;Cuiabá;24-278;1999;4;3;206;2.3;0;0;0;0;0;0;0;0;0.3;0.3;0.6;0.9;3;5;7;0.00;0.00;0.00;0.00;0.00;0.11;0.27;0.38;0.11;0.38;Matches;2024-05-18
341;Tomas Pochettino;ar ARG;MF;Fortaleza;28-107;1996;4;4;323;3.6;1;1;2;1;0;0;1;0;0.2;0.2;1.2;1.4;9;14;17;0.28;0.28;0.56;0.28;0.56;0.06;0.33;0.40;0.06;0.40;Matches;2024-05-18
342;Mateo Ponte;uy URU;DF;Botafogo (RJ);20-360;2003;4;4;296;3.3;1;0;1;1;0;0;1;0;0.3;0.3;0.1;0.4;8;9;18;0.30;0.00;0.30;0.30;0.30;0.08;0.03;0.11;0.08;0.11;Matches;2024-05-18
343;Werik Popó;br BRA;FW;Juventude;22-214;2001;2;0;22;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.2;0.2;0;0;4;0.00;0.00;0.00;0.00;0.00;0.00;0.63;0.63;0.00;0.63;Matches;2024-05-18
344;Gustavo Prado;br BRA;FW,MF;Internacional;18-347;2005;4;0;109;1.2;0;0;0;0;0;0;0;0;0.1;0.1;0.4;0.5;2;2;11;0.00;0.00;0.00;0.00;0.00;0.10;0.31;0.41;0.10;0.41;Matches;2024-05-18
345;Bruno Praxedes;br BRA;MF;Vasco da Gama;22-100;2002;1;0;24;0.3;0;0;0;0;0;0;1;0;0.0;0.0;0.3;0.3;2;2;1;0.00;0.00;0.00;0.00;0.00;0.00;1.26;1.26;0.00;1.26;Matches;2024-05-18
346;Erick Pulgar;cl CHI;MF;Flamengo;30-124;1994;4;4;315;3.5;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.2;0;12;1;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.06;0.06;Matches;2024-05-18
347;Du Queiroz;br BRA;MF;Grêmio;24-120;2000;4;3;227;2.5;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;5;21;9;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01;Matches;2024-05-18
348;Igor Rabello;br BRA;DF;Atlético Mineiro;29-020;1995;4;1;188;2.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01;Matches;2024-05-18
349;Zé Rafael;br BRA;MF;Palmeiras;30-337;1993;2;1;90;1.0;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.1;1;3;2;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.07;0.00;0.07;Matches;2024-05-18
350;Railan;br BRA;DF;Cuiabá;24-069;2000;1;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
351;Eric Ramires;br BRA;MF,FW;Red Bull Bragantino;23-282;2000;6;3;316;3.5;0;1;1;0;0;0;1;0;0.5;0.5;0.1;0.6;4;10;7;0.00;0.28;0.28;0.00;0.28;0.14;0.04;0.18;0.14;0.18;Matches;2024-05-18
352;Ramon;br BRA;DF;Cuiabá;23-066;2001;1;1;70;0.8;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;1;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
353;Raniele;br BRA;MF,DF;Corinthians;27-139;1996;5;5;395;4.4;0;0;0;0;0;0;3;0;0.4;0.4;0.0;0.5;5;7;5;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.10;0.10;0.10;Matches;2024-05-18
354;Rafael Ratão;br BRA;FW;Bahia;28-170;1995;3;0;37;0.4;1;0;1;1;0;0;0;0;1.1;1.1;0.0;1.1;1;1;7;2.43;0.00;2.43;2.43;2.43;2.72;0.00;2.72;2.72;2.72;Matches;2024-05-18
355;Raul;br BRA;MF;Red Bull Bragantino;27-312;1996;3;2;129;1.4;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;1;6;0;0.00;0.00;0.00;0.00;0.00;0.01;0.05;0.06;0.01;0.06;Matches;2024-05-18
356;Pedro Raul;br BRA;FW;Corinthians;27-195;1996;4;1;154;1.7;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;2;3;12;0.00;0.00;0.00;0.00;0.00;0.04;0.03;0.07;0.04;0.07;Matches;2024-05-18
357;Robert Renan;br BRA;DF;Internacional;20-220;2003;2;1;103;1.1;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;1;7;0;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;Matches;2024-05-18
358;Renê;br BRA;DF;Internacional;31-247;1992;4;4;360;4.0;0;0;0;0;0;0;1;0;0.6;0.6;0.1;0.7;15;43;2;0.00;0.00;0.00;0.00;0.00;0.15;0.04;0.18;0.15;0.18;Matches;2024-05-18
359;Rezende;br BRA;MF,DF;Bahia;29-137;1995;6;1;197;2.2;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;1;6;1;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;Matches;2024-05-18
360;Rhaldney;br BRA;MF;Atl Goianiense;25-180;1998;4;3;243;2.7;0;0;0;0;0;0;3;0;0.0;0.0;0.1;0.1;0;8;2;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03;Matches;2024-05-18
361;Everton Ribeiro;br BRA;MF,FW;Bahia;35-038;1989;6;6;416;4.6;0;1;1;0;0;0;2;0;0.5;0.5;0.5;1.1;9;46;23;0.00;0.22;0.22;0.00;0.22;0.12;0.11;0.23;0.12;0.23;Matches;2024-05-18
362;Wesley Ribeiro;br BRA;FW;Corinthians;19-074;2005;6;5;427;4.7;2;0;2;2;0;0;1;0;0.8;0.8;1.4;2.2;21;16;36;0.42;0.00;0.42;0.42;0.42;0.17;0.30;0.47;0.17;0.47;Matches;2024-05-18
363;João Ricardo Riedi;br BRA;GK;Fortaleza;35-255;1988;5;5;450;5.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2024-05-18
364;Rikelme;br BRA;DF;Cuiabá;20-307;2003;4;3;299;3.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;4;6;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;Matches;2024-05-18
365;Rildo;br BRA;MF,FW;Juventude;24-118;2000;2;0;36;0.4;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;1;1;2;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.53;0.53;0.53;Matches;2024-05-18
366;Richard Ríos;co COL;MF;Palmeiras;23-351;2000;6;4;349;3.9;1;0;1;1;0;0;1;0;0.3;0.3;0.2;0.5;4;10;14;0.26;0.00;0.26;0.26;0.26;0.08;0.04;0.12;0.08;0.12;Matches;2024-05-18
